TrialCount	TrialType	ItiDuration	TactorDuration	TactorDelay	ResponseMaxDuration	StimMovementDuration	RT
33	Tactile	0.5	0.35	1.95	0.5	2.666667	2.283546
34	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
35	Tactile	0.5	0.35	0.65	0.5	2.666667	1.030571
36	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9741974
37	VisuoTactile	0.5	0.35	0.65	0.5	2.666666	0.9730759
38	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
39	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9610138
40	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9471893
41	VisuoTactile	0.5	0.35	1.95	0.5	2.666666	2.255234
42	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.879959
43	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.266464
44	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893478
45	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.001877
46	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.265991
47	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.227493
48	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
49	Tactile	0.5	0.35	0.65	0.5	2.666667	1.044373
50	Tactile	0.5	0.35	0.975	0.5	2.666667	1.28125
51	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6121826
52	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.559616
53	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6265564
54	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9184875
55	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9175873
56	Visual	0.5	0.35	1.95	0.5	2.666667	null
57	Tactile	0.5	0.35	0.325	0.5	2.666667	0.695282
58	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.574036
59	Visual	0.5	0.35	0.325	0.5	2.666667	null
60	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893326
61	Visual	0.5	0.35	0.325	0.5	2.666667	null
62	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
63	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.585953
64	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.877914
65	Tactile	0.5	0.35	1.95	0.5	2.666667	2.283569
66	Tactile	0.5	0.35	0.975	0.5	2.666667	1.349854
67	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.239487
68	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9183655
69	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.5991364
70	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.283691
71	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.293381
72	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6400452
73	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.878815
74	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.213455
75	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.321747
76	Tactile	0.5	0.35	0.325	0.5	0	null
77	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.19873
78	VisuoTactile	0.5	0.35	1.3	0.5	2.666666	1.571045
79	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.293152
80	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6253662
81	Tactile	0.5	0.35	0.65	0.5	2.666667	1.057922
82	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.226776
83	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
84	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.228058
85	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.65741
86	VisualCatch	0.5	0.35	0.325	0.5	2.666667	null
87	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9322815
88	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6825867
89	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.21402
90	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.294922
91	Tactile	0.5	0.35	1.625	0.5	2.666667	1.935181
92	Tactile	0.5	0.35	1.625	0.5	2.666667	1.990784
93	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.213531
94	Visual	0.5	0.35	0.65	0.5	2.666667	null
95	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9331055
96	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.279846
97	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9182434
98	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.600769
99	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.282837
100	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893585
101	Visual	0.5	0.35	1.95	0.5	2.666667	null
102	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
103	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.255524
104	Tactile	0.5	0.35	0.975	0.5	2.666667	1.852753
105	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.168732
106	Tactile	0.5	0.35	0.325	0.5	2.666666	0.947113
107	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7232666
108	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.614197
109	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.628937
110	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
111	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9881897
112	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308807
113	Visual	0.5	0.35	1.3	0.5	2.666667	null
114	Visual	0.5	0.35	0.325	0.5	2.666667	null
115	Tactile	0.5	0.35	1.95	0.5	2.666667	2.506348
116	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.725891
117	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
118	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.65686
119	Tactile	0.5	0.35	1.3	0.5	2.666667	1.754425
120	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.975769
121	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.240784
122	Tactile	0.5	0.35	1.95	0.5	2.666667	2.395081
123	Visual	0.5	0.35	0.975	0.5	2.666667	null
124	VisualCatch	0.5	0.35	1.3	0.5	2.666667	null
125	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7106628
126	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9598083
127	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.613892
128	Tactile	0.5	0.35	1.3	0.5	2.666667	1.795471
129	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.336578
130	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.921539
131	Tactile	0.5	0.35	0.975	0.5	2.666667	1.377563
132	Tactile	0.5	0.35	0.65	0.5	2.666667	0.9605713
133	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6538696
134	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6541138
135	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
136	Tactile	0.5	0.35	1.625	0.5	2.666667	2.032837
137	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893494
138	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.32196
139	Tactile	0.5	0.35	0.975	0.5	2.666667	1.365051
140	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.280823
141	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.893372
142	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.322205
143	Tactile	0.5	0.35	0.65	0.5	2.666667	1.030487
144	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9743652
145	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9750671
146	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.587463
147	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6536865
148	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9464722
149	Tactile	0.5	0.35	1.3	0.5	2.666667	1.698242
150	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.281006
151	Tactile	0.5	0.35	0.325	0.5	0	null
152	Tactile	0.5	0.35	0.65	0.5	2.666667	1.907898
153	Tactile	0.5	0.35	0.65	0.5	2.666667	1.183838
154	Tactile	0.5	0.35	1.95	0.5	2.666667	2.380676
155	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.641968
156	VisualCatch	0.5	0.35	1.3	0.5	2.666667	null
157	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.572693
158	Tactile	0.5	0.35	1.3	0.5	2.666667	1.712341
159	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.62915
160	Visual	0.5	0.35	1.625	0.5	2.666667	null
161	Tactile	0.5	0.35	0.65	0.5	2.666667	0.9746094
162	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.335632
163	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7099609
164	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9879761
165	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.961365
166	VisuoTactile	0.5	0.35	1.95	0.5	2.666666	2.186096
167	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.737915
168	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9468994
169	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
170	Tactile	0.5	0.35	1.95	0.5	2.666667	2.283386
171	Tactile	0.5	0.35	0.325	0.5	2.666667	0.7930908
172	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.42157
173	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.656677
174	Tactile	0.5	0.35	0.975	0.5	2.666667	1.391357
175	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
176	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.251831
177	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.559143
178	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.241699
179	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7233276
180	VisualCatch	0.5	0.35	0.975	0.5	2.666667	null
181	Visual	0.5	0.35	0.65	0.5	2.666667	null
182	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.586426
183	Tactile	0.5	0.35	1.95	0.5	2.666667	2.352539
184	VisualCatch	0.5	0.35	1.3	0.5	2.666667	null
185	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6670532
186	Tactile	0.5	0.35	1.625	0.5	2.666667	1.96283
187	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
188	Tactile	0.5	0.35	1.625	0.5	2.666667	2.005249
189	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.296448
190	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.629456
191	Tactile	0.5	0.35	0.325	0.5	2.666667	0.7236328
192	VisualCatch	0.5	0.35	0.325	0.5	2.666667	null
193	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
194	VisuoTactile	0.5	0.35	0.975	0.5	2.666666	1.267212
195	Visual	0.5	0.35	1.95	0.5	2.666667	null
196	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.350525
197	Tactile	0.5	0.35	0.65	0.5	2.666667	1.085205
198	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9606323
199	Visual	0.5	0.35	0.65	0.5	2.666667	null
200	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.907471
201	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.656311
202	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.269958
203	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.057495
204	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.293396
205	Visual	0.5	0.35	1.625	0.5	2.666667	null
206	VisualCatch	0.5	0.35	1.3	0.5	2.666667	null
207	VisualCatch	0.5	0.35	1.625	0.5	2.666667	null
208	Tactile	0.5	0.35	1.625	0.5	2.666667	2.088135
209	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.241272
210	Tactile	0.5	0.35	0.325	0.5	2.666667	0.8497925
211	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6953735
212	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308411
213	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.240356
214	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.765564
215	Visual	0.5	0.35	1.3	0.5	2.666667	null
216	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
217	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.322266
218	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6821899
219	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6674194
220	Tactile	0.5	0.35	0.325	0.5	2.666667	0.7805786
221	Visual	0.5	0.35	1.3	0.5	2.666667	null
222	Tactile	0.5	0.35	0.975	0.5	2.666667	1.460449
223	Tactile	0.5	0.35	1.625	0.5	2.666667	2.017883
224	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.269409
225	Tactile	0.5	0.35	1.625	0.5	2.666667	1.948975
226	Visual	0.5	0.35	0.975	0.5	0	null
227	Visual	0.5	0.35	1.95	0.5	2.666667	null
228	Visual	0.5	0.35	0.65	0.5	2.666667	null
229	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6395874
230	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.682312
231	Visual	0.5	0.35	0.325	0.5	2.666667	null
232	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.295044
233	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.379883
234	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308167
235	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.960083
236	VisualCatch	0.5	0.35	0.325	0.5	2.666667	null
237	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	0.9463501
238	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.906433
239	Visual	0.5	0.35	0.975	0.5	2.666667	null
240	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.948975
241	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.002319
242	Visual	0.5	0.35	1.625	0.5	2.666667	null
243	Tactile	0.5	0.35	0.325	0.5	2.666667	0.6966553
244	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.280701
245	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.294189
246	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.308411
247	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.852356
248	Visual	0.5	0.35	0.975	0.5	2.666667	null
249	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6956177
250	Visual	0.5	0.35	1.625	0.5	2.666667	null
251	Visual	0.5	0.35	0.65	0.5	2.666667	null
252	Tactile	0.5	0.35	0.65	0.5	2.666667	1.071899
253	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.670715
254	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.296326
255	Tactile	0.5	0.35	0.975	0.5	2.666667	1.391602
256	Visual	0.5	0.35	0.975	0.5	2.666667	null
257	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.04364
258	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.6698
259	VisualCatch	0.5	0.35	0.325	0.5	2.666667	1.113892
260	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.323059
261	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.949707
262	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.656555
263	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.920105
264	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.057129
265	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.976013
266	Tactile	0.5	0.35	1.95	0.5	2.666667	2.352783
267	Visual	0.5	0.35	1.95	0.5	2.666667	null
268	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.892456
269	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.380554
270	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.711426
271	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6962891
272	Tactile	0.5	0.35	1.3	0.5	2.666667	1.684937
273	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.921448
274	Tactile	0.5	0.35	1.95	0.5	2.666667	2.435547
275	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.8339233
276	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.30896
277	Tactile	0.5	0.35	1.95	0.5	2.666667	2.339111
278	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.907715
279	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.863831
280	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.241577
281	VisualCatch	0.5	0.35	1.95	0.5	2.666667	null
282	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.920654
283	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
284	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.7366943
285	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.878906
286	Visual	0.5	0.35	1.625	0.5	2.666667	null
287	Tactile	0.5	0.35	0.975	0.5	2.666667	1.406616
288	VisuoTactile	0.5	0.35	0.65	0.5	2.666667	1.072266
289	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.296875
290	VisuoTactile	0.5	0.35	1.625	0.5	2.666667	1.962036
291	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.8203125
292	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.463379
293	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.643311
294	VisuoTactile	0.5	0.35	0.325	0.5	2.666667	0.6821289
295	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.628174
296	Tactile	0.5	0.35	0.325	0.5	2.666667	0.7229004
297	VisuoTactile	0.5	0.35	0.975	0.5	2.666667	1.349365
298	VisuoTactile	0.5	0.35	1.3	0.5	2.666667	1.614502
299	VisuoTactile	0.5	0.35	1.95	0.5	2.666667	2.239624
300	VisualCatch	0.5	0.35	0.65	0.5	2.666667	null
